_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD_NAME,MI_PRINX,OBJECTID,CAPACITY,MULTIMODAL,SEASONAL,SHELTERED,SURFACE,STATUS,LOCATION,NOTES,MAP_CLASS,geometry
80,10494377,222,Spadina Ave,222 Spadina Ave,M5T 3B3,former TORONTO,Toronto,10494181,222,None,,None,4426,Spadina-Fort York (1010),2882926,80,16,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3978377650267, 43.6509286638588]]}"
81,10537872,175,Mount Olive Dr,175 Mount Olive Dr,M9V 2E3,ETOBICOKE,Toronto,30108313,175,None,,None,2145,Etobicoke North (101),4305375,81,32,No,No,No, ,Installed, ,four 8-bike racks TDSB install at Smithfield M.S.,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5957518765444, 43.7500111297374]]}"
82,10576714,892,College St,892 College St,M6H 1A4,former TORONTO,Toronto,10576713,892,None,,None,9765,Davenport (909),1858675,82,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4253918390163, 43.654012535761]]}"
83,10576975,834,College St,834 College St,M6H 1A2,former TORONTO,Toronto,10576972,834,None,,None,9765,Davenport (909),2335698,83,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4229242760469, 43.6544914449878]]}"
84,10576992,860,College St,860 College St,M6H 1A2,former TORONTO,Toronto,10576972,860,None,,None,9765,Davenport (909),2883544,84,8,No,No,No,brick pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4238539128414, 43.6544574848038]]}"
85,10736597,362,Bloor St W,362 Bloor St W,M5S 1X2,former TORONTO,Toronto,10736589,362,None,,None,458,University-Rosedale (1111),1777874,85,8,Yes,No,No,concrete,Installed,Spadina TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4057839572486, 43.6665134281721]]}"
86,10736616,513,Bloor St W,513 Bloor St W,M5S 1Y4,former TORONTO,Toronto,10736609,513,None,,None,458,University-Rosedale (1111),3012709,86,8,No,No,No,asphalt,Approved, ,at end of parking box/ on hold,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4087877229711, 43.6654264506937]]}"
87,10736643,19,Spadina Rd,19 Spadina Rd,M5R 2S9,former TORONTO,Toronto,14239870,19,None,,None,4428,University-Rosedale (1111),2216427,87,16,Yes,No,No, ,TBD,Spadina TTC,TPA Lot #231 property,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.404040159637, 43.6679326401944]]}"
88,10864283,28,Duncan St,28 Duncan St,None,former TORONTO,Toronto,14036084,28,None,,None,3331,Spadina-Fort York (1010),1684105,88,14,No,Yes,No, ,Installed, ,opposite OCADU building,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3892098795828, 43.6487811930649]]}"
89,10864312,61,Front St W,61 Front St W,M5J 1E5,former TORONTO,Toronto,10864309,61,None,,None,3472,Spadina-Fort York (1010),2850404,89,72,Yes,No,No, ,Installed,Union GO,indoor and outdoor,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3800700536371, 43.6452454056884]]}"
90,10906649,720,Bay St,720 Bay St,M5G 2K1,former TORONTO,Toronto,10906644,720,None,,None,2962,University-Rosedale (1111),2413629,90,8,No,No,No,pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3854849354963, 43.6588371126302]]}"
91,11075760,95,Front St E,95 Front St E,M5E 1C2,former TORONTO,Toronto,11075761,95,None,,None,3471,Toronto Centre (1313),1977101,91,8,No,No,No, ,Installed, ,"St Lawrence Mkt renos: angled rack reclaimed for lack of use, one 8-bike",Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3714937127787, 43.6491812588323]]}"
92,11180397,49,Givins St,49 Givins St,M6J 2X5,former TORONTO,Toronto,11180398,49,None,,None,3505,Spadina-Fort York (1010),3038912,92,8,No,No,No, ,Installed, ,Queen West Study,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4175842923766, 43.6464076573477]]}"
93,11272519,1560,Yonge St,1560 Yonge St,M4T 2S9,former TORONTO,Toronto,14242419,1560,None,,None,4733,Toronto-St. Paul's (1212),2325615,93,8,No,No,No,concrete,Installed, ,on Delisle,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3951269012401, 43.6896783530003]]}"
94,11272587,2180,Yonge St,2180 Yonge St,M4S 2B9,former TORONTO,Toronto,14230407,2180,None,,None,4733,Toronto-St. Paul's (1212),2232065,94,8,Yes,No,No,concrete,Proposed,Eglinton TTC,on sidewalk over subway track,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3982471384521, 43.7046384671636]]}"
95,11462071,245,Church St,245 Church St,None,former TORONTO,Toronto,11462072,245,None,,None,503,Toronto Centre (1313),1511565,95,8,No,No,No,Concrete,Approved, ,Pink marks,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3773887817368, 43.6576414017323]]}"
96,12107167,490,Bloor St W,490 Bloor St W,M5S 1X8,former TORONTO,Toronto,12107157,490,None,,None,458,University-Rosedale (1111),3012691,96,8,No,No,No,asphalt,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4097622062528, 43.6656283409671]]}"
97,12107174,537,Bloor St W,537 Bloor St W,M5S 1Y5,former TORONTO,Toronto,12107157,537,None,,None,458,University-Rosedale (1111),3012694,97,8,No,No,No,asphalt,Approved, ,at end of parking box/ on hold,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4096694707703, 43.6652219653756]]}"
98,12427667,665,Lawrence Ave W,665 Lawrence Ave W,None,NORTH YORK,Toronto,12427668,665,None,,None,732,Eglinton-Lawrence (808),3128291,98,8,Yes,No,No,concrete,Approved,Lawrence West TTC,north side entrance,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4441078550566, 43.7157840452693]]}"
99,12562241,375,St Clair Ave W,375 St Clair Ave W,None,former TORONTO,Toronto,30076115,375,None,,None,890,Toronto-St. Paul's (1212),4103980,99,20,Yes,No,Yes, ,Installed,St Clair West TTC,"Public Realm project,  Installed at back of walk",Bike Shelter,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4143290305209, 43.6836946284848]]}"
100,13968174,38,Orchard View Blvd,38 Orchard View Blvd,M4R 2G3,former TORONTO,Toronto,10258454,38,None,,None,4111,Eglinton-Lawrence (808),2210418,100,8,No,No,No,interlock,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3996801445734, 43.708216713311]]}"
101,13991066,584,Bloor St W,584 Bloor St W,M6G 1K4,former TORONTO,Toronto,8353520,584,None,,None,458,University-Rosedale (1111),1661356,101,8,Yes,No,No,brick pavers,Installed,Bathurst TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4126936121623, 43.6651006726937]]}"
102,13991178,213,Delaware Ave,213 Delaware Ave,M6H 2T4,former TORONTO,Toronto,20033433,213,None,,None,3283,Davenport (909),2874672,102,5,Yes,No,No, ,Installed,Ossington TTC,One 5-bike angled rack on TTC property,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4278708182001, 43.6620573990966]]}"
103,14120392,736,Bay St,736 Bay St,M5G 2M4,former TORONTO,Toronto,7792579,736,None,,None,2962,University-Rosedale (1111),2058168,103,8,No,No,No,pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3856470367783, 43.6593434836347]]}"
104,14171704,300,Victoria St,300 Victoria St,None,former TORONTO,Toronto,30075809,300,None,,None,9790,Toronto Centre (1313),4096755,104,8,No,No,No,concrete,Installed, ,white mark,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3802376738898, 43.6575126331536]]}"
105,14188604,826,Yonge St,826 Yonge St,M4W 2H1,former TORONTO,Toronto,8677490,826,None,,None,4733,University-Rosedale (1111),2008928,105,8,No,No,No,concrete,Proposed, ,north of post-and-rings on Yonge,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.387392039273, 43.6712088519618]]}"
106,14199241,11,Charlotte St,11 Charlotte St,M5V 0M6,former TORONTO,Toronto,14025593,11,None,,None,3147,Spadina-Fort York (1010),4094529,106,8,No,No,No,pavers,Installed, ,Councillor request,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3936698784778, 43.6463778424247]]}"
107,14206623,2198,Yonge St,2198 Yonge St,M4S 2B8,former TORONTO,Toronto,14230407,2198,None,,None,4733,Toronto-St. Paul's (1212),2862848,107,16,Yes,No,No,concrete,Installed,Eglinton TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3984238947494, 43.7058827894496]]}"
108,14207146,205,Spadina Ave,205 Spadina Ave,M5T 2C7,former TORONTO,Toronto,10494196,205,None,,None,4426,Spadina-Fort York (1010),2071735,108,16,No,No,No, ,Installed, ,lay-by,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3966190321934, 43.6504254363213]]}"
109,14210057,896,Danforth Ave,896 Danforth Ave,M4J 1L9,former TORONTO,Toronto,7930789,896,None,,None,86,Toronto-Danforth (1414),1720587,109,16,No,No,No,concrete,Approved, ,Pink marks/approved for 2 racks,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3392690699878, 43.6802527580594]]}"
110,14210930,1036,Bloor St W,1036 Bloor St W,M6H 1M3,former TORONTO,Toronto,1143821,1036,None,,None,458,Davenport (909),1894655,110,8,No,No,No, ,Installed, ,Montrose - Dufferin streetscaping,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4319383641102, 43.6608213173929]]}"
111,14210933,5,Salem Ave,5 Salem Ave,M6H 3C2,former TORONTO,Toronto,14011464,5,None,,None,4354,Davenport (909),2071514,111,8,No,No,No, ,Installed, ,Montrose - Dufferin streetscaping,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4315601023945, 43.6608451251421]]}"
112,14211049,5,Walmer Rd,5 Walmer Rd,None,former TORONTO,Toronto,10759044,5,None,,None,940,University-Rosedale (1111),2071516,112,8,Yes,No,No,concrete,Installed,Spadina TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4053783829308, 43.6667025082735]]}"
113,14659357,350,King St W,350 King St W,M5V 3X5,former TORONTO,Toronto,10458506,350,None,,None,3780,Spadina-Fort York (1010),1604772,113,14,No,No,No, ,Installed, ,P&D adjacent to Bell Lightbox bike parking,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3904508904479, 43.6466460321677]]}"
114,20040470,65,Dundas St W,65 Dundas St W,M5G 2C3,former TORONTO,Toronto,7762832,65,None,,None,558,Toronto Centre (1313),2304022,114,32,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3830072851693, 43.6555937758623]]}"
115,20111213,22,Fort York Blvd,22 Fort York Blvd,M5V 3Z2,former TORONTO,Toronto,20035046,22,None,,None,15826,Spadina-Fort York (1010),1988105,115,8,No,No,No,concrete,Installed, ,Moved from 351 Bremner Blvd to supermarket,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.394196399307, 43.6405581341618]]}"
116,20140670,101,Sherbourne St,101 Sherbourne St,M5A 2R3,former TORONTO,Toronto,1144819,101,None,,None,4391,Toronto Centre (1313),2211089,116,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3689116973164, 43.6536621558492]]}"
117,20362129,163,Dan Leckie Way,163 Dan Leckie Way,M5V 4A8,former TORONTO,Toronto,20364648,163,None,,None,17007,Spadina-Fort York (1010),3819492,117,8,No,No,No,concrete,Installed, ,south side planter,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3980686081508, 43.6400541998146]]}"
118,20364714,82,Fort York Blvd,82 Fort York Blvd,M5V 4A6,former TORONTO,Toronto,30036751,82,None,,None,15826,Spadina-Fort York (1010),3792847,118,8,No,No,No,pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3967708309412, 43.6400217734976]]}"
119,20364734,157,Dan Leckie Way,157 Dan Leckie Way,M5V 4A8,former TORONTO,Toronto,20364648,157,None,,None,17007,Spadina-Fort York (1010),3819491,119,8,No,No,No,concrete,Installed, ,south side planter,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3980055327274, 43.6398931179216]]}"
120,30015516,150,Dan Leckie Way,150 Dan Leckie Way,M5V 0C9,former TORONTO,Toronto,20364648,150,None,,None,17007,Spadina-Fort York (1010),4336398,120,8,No,No,No,concrete,Installed, ,adjacent to central planter,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39844180131, 43.6396291898843]]}"
121,30018521,60,Carlton St,60 Carlton St,M5B 1J2,former TORONTO,Toronto,14023522,60,None,,None,3116,Toronto Centre (1313),3326675,121,8,No,No,No,concrete,Installed, ,rack is already there: bolt down,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3800330023465, 43.662060942439]]}"
122,30019115,35D,Bathurst St,35D Bathurst St,M5V 2P2,former TORONTO,Toronto,8457361,35,D,,None,436,Spadina-Fort York (1010),3017563,122,8,No,No,No,brick pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4017249691284, 43.642225715835]]}"
123,30025064,78,Tecumseth St,78 Tecumseth St,M5V 0A9,former TORONTO,Toronto,20053421,78,None,,None,4534,Spadina-Fort York (1010),3274602,123,8,No,No,No,concrete,Installed, ,at south side of publication boxes,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4054414221864, 43.6430480473063]]}"
124,30028624,539,Parliament St,539 Parliament St,M4X 1P7,former TORONTO,Toronto,9980335,539,None,,None,4162,Toronto Centre (1313),3215110,124,8,No,No,No,brick pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3684723713959, 43.6660407871926]]}"
125,30033362,992,College St,992 College St,M6H 1A7,former TORONTO,Toronto,7531273,992,None,,None,9765,Davenport (909),3269927,125,8,No,No,No,granite,Approved, ,no mark,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4284417018728, 43.6533514907281]]}"
126,30033825,636,Queen St E,636 Queen St E,M4M 1G3,former TORONTO,Toronto,11585489,636,None,,None,4237,Toronto-Danforth (1414),3272256,126,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3525953501831, 43.6584322328156]]}"
127,30035742,44,Lisgar St,44 Lisgar St,None,former TORONTO,Toronto,14024655,44,None,,None,3859,Davenport (909),3277255,127,8,No,No,No,concrete,Installed, ,eastern border of Lisgar Park,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4234411856628, 43.6420865352289]]}"
128,30035743,36,Lisgar St,36 Lisgar St,M6J 0C7,former TORONTO,Toronto,14024655,36,None,,None,3859,Davenport (909),3277451,128,8,No,No,No,concrete,Installed, ,ignore markings to south,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4233157461113, 43.6417386470507]]}"
129,30038007,47,Lower River St,47 Lower River St,M5A 0G1,former TORONTO,Toronto,30037989,47,None,,None,19546,Toronto Centre (1313),3296643,129,24,No,No,No,Concrete/interlock,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3555410507722, 43.6564985969752]]}"
130,30039986,92,Fort York Blvd,92 Fort York Blvd,M5V 4A7,former TORONTO,Toronto,30036751,92,None,,None,15826,Spadina-Fort York (1010),3303574,130,8,No,No,No,pavers,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3969681695071, 43.6399814003219]]}"
131,30069161,35,York St,35 York St,M5J 0C7,former TORONTO,Toronto,13975053,35,None,,None,4735,Spadina-Fort York (1010),3833298,131,30,No,No,No, ,Installed, ,indoor and outdoor,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3814651014112, 43.6437906731595]]}"
132,30072958,1190,Dundas St E,1190 Dundas St E,M4M 0C5,former TORONTO,Toronto,7576995,1190,None,,None,3334,Toronto-Danforth (1414),4071796,132,8,No,No,No,concrete,Installed, ,east side of planter,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3410336331932, 43.665267525614]]}"
133,30085026,60,Lisgar St,60 Lisgar St,None,former TORONTO,Toronto,14024655,60,None,,None,3859,Davenport (909),4160009,133,8,No,No,No,concrete,Installed, ,eastern border of Lisgar Park,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.423617099708, 43.6424141048796]]}"
134,10154425,1,St Clair Ave E,1 St Clair Ave E,M4T 2V7,former TORONTO,Toronto,10154405,1,None,,None,339,Toronto-St. Paul's (1212),2847275,134,8,Yes,No,No,concrete,Installed,St Clair TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3935708744087, 43.6879111568366]]}"
135,856375,100,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,1145216,100,None,,None,4238,Spadina-Fort York (1010),4326298,135,40,No,No,No, ,Installed,City Hall, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3836250552132, 43.6528221423182]]}"
136,856375,100,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,1145216,100,None,,None,4238,Spadina-Fort York (1010),4326298,136,40,No,No,No, ,Installed,City Hall, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3836250552132, 43.6528221423182]]}"
137,8408498,2,Bloor St W,2 Bloor St W,M4W 3E2,former TORONTO,Toronto,10759265,2,None,,None,458,University-Rosedale (1111),2772524,137,24,Yes,No,No,concrete,Installed,Bloor-Yonge TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3872300479029, 43.6704004360083]]}"
138,14171704,300,Victoria St,300 Victoria St,None,former TORONTO,Toronto,30075809,300,None,,None,9790,Toronto Centre (1313),4096755,138,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3802376738898, 43.6575126331536]]}"
139,14171704,300,Victoria St,300 Victoria St,None,former TORONTO,Toronto,30075809,300,None,,None,9790,Toronto Centre (1313),4096755,139,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3802376738898, 43.6575126331536]]}"
140,14171704,300,Victoria St,300 Victoria St,None,former TORONTO,Toronto,30075809,300,None,,None,9790,Toronto Centre (1313),4096755,140,8,No,No,No,concrete,Installed, , ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3802376738898, 43.6575126331536]]}"
141,7641709,26,Dundas St E,26 Dundas St E,M5B 2L6,former TORONTO,Toronto,7641747,26,None,,None,3334,Toronto Centre (1313),3191929,141,8,No,No, ,concrete,Installed,front of walk,"bikes face east, temporary for construction",Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3799775246031, 43.6565175761293]]}"
142,10476750,432,Queen St W,432 Queen St W,M5V 2A8,former TORONTO,Toronto,10476749,432,None,,None,4238,Spadina-Fort York (1010),2506480,142,8,No,No, ,concrete,Approved,back of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.398630335813, 43.6485021072402]]}"
143,10476770,535,Queen St W,535 Queen St W,M5V 2B4,former TORONTO,Toronto,10476749,535,None,,None,4238,Spadina-Fort York (1010),2896759,143,8,No,No, ,concrete,Approved,back of walk,"bikes face east, on 'patio' area",Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3994405382004, 43.6479215867374]]}"
144,10476744,577,Queen St W,577 Queen St W,M5V 2B6,former TORONTO,Toronto,14035954,577,None,,None,4238,Spadina-Fort York (1010),1545270,144,8,No,No, ,concrete,Approved,boulevard, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401204136409, 43.6475959428991]]}"
145,8031478,6,Denison Ave,6 Denison Ave,M5T 2M4,former TORONTO,Toronto,14020795,6,None,,None,3287,Spadina-Fort York (1010),2989294,145,8,No,No, ,concrete,Approved,boulevard, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4008703416954, 43.6481285977303]]}"
146,845809,60,Murray St,60 Murray St,M5T 3L9,former TORONTO,Toronto,1144428,60,None,,None,4037,University-Rosedale (1111),2290088,146,8,No,No, ,concrete,Approved,back of walk,part of re-org of Mt Sinai H. parking,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3916755977089, 43.6578863392835]]}"
147,772910,624,Bloor St W,624 Bloor St W,M6G 1K7,former TORONTO,Toronto,1143160,624,None,,None,458,University-Rosedale (1111),2242898,147,5,No,No, ,concrete,Installed,front of walk,angled rack adjacent tree box,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4143421803121, 43.664633544282]]}"
148,772936,656,Bloor St W,656 Bloor St W,M6G 1K9,former TORONTO,Toronto,1143206,656,None,,None,458,University-Rosedale (1111),2942115,148,5,No,No, ,concrete,Approved,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4156143632259, 43.6643796535901]]}"
149,8416907,675,Bloor St W,675 Bloor St W,M6G 1L3,former TORONTO,Toronto,8416891,675,None,,None,458,University-Rosedale (1111),2602654,149,8,No,No, ,asphalt,Installed,boulevard,moved fr Wood St for Bike Share relocate,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4162538549835, 43.663806234493]]}"
150,37440,998,Woodbine Ave,998 Woodbine Ave,M4C 4C1,EAST YORK,Toronto,1789,998,None,,None,391,Beaches-East York (1919),1535595,150,8,Yes,No, ,concrete,Approved,back of walk,bikes face north at subway access,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.313530664026, 43.6865385459791]]}"
151,7553175,1184,Queen St W,1184 Queen St W,M6J 1J5,former TORONTO,Toronto,7553178,1184,None,,None,4238,Davenport (909),2956109,151,14,No,Yes,No, ,Installed, ,3 posts,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4257846968092, 43.6430284991501]]}"
152,8293016,1485,Dupont St,1485 Dupont St,M6P 3S2,former TORONTO,Toronto,14013265,1485,None,,None,3343,Davenport (909),4160513,152,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4501905747648, 43.6657993325492]]}"
153,14069353,192,Spadina Ave,192 Spadina Ave,M5T 2C2,former TORONTO,Toronto,10494196,192,None,,None,4426,Spadina-Fort York (1010),1871353,153,14,No,Yes,No, ,Proposed, ,3 posts,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3976488984162, 43.6499378951888]]}"
154,854435,50,Portland St,50 Portland St,M5V 2M7,former TORONTO,Toronto,14025624,50,None,,None,9780,Spadina-Fort York (1010),4254740,154,14,No,Yes,No, ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3999654356682, 43.6433952592458]]}"
155,30035793,92,Sudbury St,92 Sudbury St,M6J 0C5,former TORONTO,Toronto,7553518,92,None,,None,4502,Davenport (909),4328917,155,14,No,Yes,No, ,Installed, ,councillor request,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4231656377467, 43.6413458972849]]}"
156,828085,200,King St E,200 King St E,M5A 3W8,former TORONTO,Toronto,1145266,200,None,,None,3779,Toronto Centre (1313),2728735,156,14,No,Yes,No, ,Installed, ,east side of George north of King in No Parking zone,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3701856494981, 43.651100464219]]}"
157,30088196,10,Liberty St,10 Liberty St,M6K 1A5,former TORONTO,Toronto,7553393,10,None,,None,3847,Spadina-Fort York (1010),4164518,157,8,No,No, ,concrete,Approved,front of walk,straight rack,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4199066719827, 43.6386435442814]]}"
158,7929399,121,King St W,121 King St W,M5H 3T9,former TORONTO,Toronto,7929394,121,None,,None,3780,Spadina-Fort York (1010),2321542,158,5,No,No, ,pavers,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3829847674411, 43.6476845202227]]}"
159,7929479,141,Adelaide St W,141 Adelaide St W,M5H 3L5,former TORONTO,Toronto,7929478,141,None,,None,2852,Spadina-Fort York (1010),1855409,159,8,No,No, ,granite,Proposed,front of walk,for King St pilot,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3844104470327, 43.6489559550756]]}"
